[1732813332.472474161] PING 172.16.2.240 (172.16.2.240) 56(84) bytes of data.
[1732813608.927939318] 64 bytes from 172.16.2.240: icmp_seq=277 ttl=59 time=125 ms
[1732813609.854537702] 64 bytes from 172.16.2.240: icmp_seq=278 ttl=59 time=49.9 ms
[1732813610.860974007] 64 bytes from 172.16.2.240: icmp_seq=279 ttl=59 time=52.4 ms
[1732813611.854533063] 64 bytes from 172.16.2.240: icmp_seq=280 ttl=59 time=47.0 ms
[1732813612.841754544] 64 bytes from 172.16.2.240: icmp_seq=281 ttl=59 time=32.7 ms
[1732813613.932526754] 64 bytes from 172.16.2.240: icmp_seq=282 ttl=59 time=123 ms
[1732813614.896034036] 64 bytes from 172.16.2.240: icmp_seq=283 ttl=59 time=82.5 ms
[1732813615.889418211] 64 bytes from 172.16.2.240: icmp_seq=284 ttl=59 time=76.7 ms
[1732813616.887530585] 64 bytes from 172.16.2.240: icmp_seq=285 ttl=59 time=73.1 ms
[1732813617.892269449] 64 bytes from 172.16.2.240: icmp_seq=286 ttl=59 time=76.9 ms
[1732813618.890075615] 64 bytes from 172.16.2.240: icmp_seq=287 ttl=59 time=73.3 ms
[1732813619.872477567] 64 bytes from 172.16.2.240: icmp_seq=288 ttl=59 time=52.2 ms
[1732813620.886383640] 64 bytes from 172.16.2.240: icmp_seq=289 ttl=59 time=66.2 ms
[1732813621.885708160] 64 bytes from 172.16.2.240: icmp_seq=290 ttl=59 time=65.7 ms
[1732813622.902552507] 64 bytes from 172.16.2.240: icmp_seq=291 ttl=59 time=80.0 ms
[1732813623.875723367] 64 bytes from 172.16.2.240: icmp_seq=292 ttl=59 time=53.6 ms
[1732813624.901592515] 64 bytes from 172.16.2.240: icmp_seq=293 ttl=59 time=78.7 ms
[1732813625.890523682] 64 bytes from 172.16.2.240: icmp_seq=294 ttl=59 time=65.9 ms
[1732813626.924934622] 64 bytes from 172.16.2.240: icmp_seq=295 ttl=59 time=98.0 ms
[1732813627.868430399] 64 bytes from 172.16.2.240: icmp_seq=296 ttl=59 time=41.0 ms
[1732813628.874469295] 64 bytes from 172.16.2.240: icmp_seq=297 ttl=59 time=45.6 ms
[1732813629.874573606] 64 bytes from 172.16.2.240: icmp_seq=298 ttl=59 time=44.2 ms
[1732813630.906561526] 64 bytes from 172.16.2.240: icmp_seq=299 ttl=59 time=74.7 ms
[1732813631.890167659] 64 bytes from 172.16.2.240: icmp_seq=300 ttl=59 time=57.7 ms
[1732813632.902077848] 64 bytes from 172.16.2.240: icmp_seq=301 ttl=59 time=67.8 ms
[1732813633.910983602] 64 bytes from 172.16.2.240: icmp_seq=302 ttl=59 time=74.7 ms
[1732813634.913990418] 64 bytes from 172.16.2.240: icmp_seq=303 ttl=59 time=76.0 ms
[1732813635.904098223] 64 bytes from 172.16.2.240: icmp_seq=304 ttl=59 time=66.6 ms
[1732813636.888123297] 64 bytes from 172.16.2.240: icmp_seq=305 ttl=59 time=49.7 ms
[1732813637.907066823] 64 bytes from 172.16.2.240: icmp_seq=306 ttl=59 time=66.9 ms
[1732813638.927475593] 64 bytes from 172.16.2.240: icmp_seq=307 ttl=59 time=84.6 ms
[1732813639.910117997] 64 bytes from 172.16.2.240: icmp_seq=308 ttl=59 time=66.7 ms
[1732813640.936288756] 64 bytes from 172.16.2.240: icmp_seq=309 ttl=59 time=92.5 ms
[1732813641.902093792] 64 bytes from 172.16.2.240: icmp_seq=310 ttl=59 time=57.6 ms
[1732813642.945576103] 64 bytes from 172.16.2.240: icmp_seq=311 ttl=59 time=98.7 ms
[1732813643.922659132] 64 bytes from 172.16.2.240: icmp_seq=312 ttl=59 time=73.1 ms
[1732813644.909699362] 64 bytes from 172.16.2.240: icmp_seq=313 ttl=59 time=59.8 ms
[1732813645.954636007] 64 bytes from 172.16.2.240: icmp_seq=314 ttl=59 time=104 ms
[1732813646.948678945] 64 bytes from 172.16.2.240: icmp_seq=315 ttl=59 time=96.0 ms
[1732813647.968431538] 64 bytes from 172.16.2.240: icmp_seq=316 ttl=59 time=115 ms
[1732813648.953400961] 64 bytes from 172.16.2.240: icmp_seq=317 ttl=59 time=97.0 ms
[1732813649.934888969] 64 bytes from 172.16.2.240: icmp_seq=318 ttl=59 time=75.3 ms
[1732813650.952301177] 64 bytes from 172.16.2.240: icmp_seq=319 ttl=59 time=93.8 ms
[1732813651.915252901] 64 bytes from 172.16.2.240: icmp_seq=320 ttl=59 time=56.7 ms
[1732813652.922676087] 64 bytes from 172.16.2.240: icmp_seq=321 ttl=59 time=62.0 ms
[1732813653.992357366] 64 bytes from 172.16.2.240: icmp_seq=322 ttl=59 time=131 ms
[1732813654.962254901] 64 bytes from 172.16.2.240: icmp_seq=323 ttl=59 time=101 ms
[1732813655.968362356] 64 bytes from 172.16.2.240: icmp_seq=324 ttl=59 time=105 ms
[1732813656.980360051] 64 bytes from 172.16.2.240: icmp_seq=325 ttl=59 time=116 ms
[1732813658.006609157] 64 bytes from 172.16.2.240: icmp_seq=326 ttl=59 time=142 ms
[1732813658.938324533] 64 bytes from 172.16.2.240: icmp_seq=327 ttl=59 time=72.5 ms
[1732813659.951227937] 64 bytes from 172.16.2.240: icmp_seq=328 ttl=59 time=84.5 ms
[1732813660.980972797] 64 bytes from 172.16.2.240: icmp_seq=329 ttl=59 time=110 ms
[1732813661.968479116] 64 bytes from 172.16.2.240: icmp_seq=330 ttl=59 time=99.7 ms
[1732813662.977501910] 64 bytes from 172.16.2.240: icmp_seq=331 ttl=59 time=108 ms
[1732813663.966221809] 64 bytes from 172.16.2.240: icmp_seq=332 ttl=59 time=95.3 ms
[1732813664.976361439] 64 bytes from 172.16.2.240: icmp_seq=333 ttl=59 time=103 ms
[1732813665.974047749] 64 bytes from 172.16.2.240: icmp_seq=334 ttl=59 time=96.7 ms
[1732813666.951454308] 64 bytes from 172.16.2.240: icmp_seq=335 ttl=59 time=73.6 ms
[1732813667.997279840] 64 bytes from 172.16.2.240: icmp_seq=336 ttl=59 time=118 ms
[1732813668.991758330] 64 bytes from 172.16.2.240: icmp_seq=337 ttl=59 time=111 ms
[1732813669.964873084] 64 bytes from 172.16.2.240: icmp_seq=338 ttl=59 time=83.6 ms
[1732813670.988837631] 64 bytes from 172.16.2.240: icmp_seq=339 ttl=59 time=104 ms
[1732813671.988830062] 64 bytes from 172.16.2.240: icmp_seq=340 ttl=59 time=105 ms
[1732813673.000278692] 64 bytes from 172.16.2.240: icmp_seq=341 ttl=59 time=115 ms
[1732813673.991403576] 64 bytes from 172.16.2.240: icmp_seq=342 ttl=59 time=105 ms
[1732813674.952244239] 64 bytes from 172.16.2.240: icmp_seq=343 ttl=59 time=60.1 ms
[1732813675.989670211] 64 bytes from 172.16.2.240: icmp_seq=344 ttl=59 time=99.7 ms
[1732813676.979847793] 64 bytes from 172.16.2.240: icmp_seq=345 ttl=59 time=89.0 ms
[1732813677.971392935] 64 bytes from 172.16.2.240: icmp_seq=346 ttl=59 time=80.2 ms
[1732813679.002370013] 64 bytes from 172.16.2.240: icmp_seq=347 ttl=59 time=109 ms
[1732813679.977414961] 64 bytes from 172.16.2.240: icmp_seq=348 ttl=59 time=80.2 ms
[1732813681.006886189] 64 bytes from 172.16.2.240: icmp_seq=349 ttl=59 time=112 ms
[1732813681.962027646] 64 bytes from 172.16.2.240: icmp_seq=350 ttl=59 time=63.0 ms
[1732813682.990566835] 64 bytes from 172.16.2.240: icmp_seq=351 ttl=59 time=89.2 ms
[1732813683.999782517] 64 bytes from 172.16.2.240: icmp_seq=352 ttl=59 time=101 ms
[1732813684.999924473] 64 bytes from 172.16.2.240: icmp_seq=353 ttl=59 time=99.4 ms
[1732813685.964384207] 64 bytes from 172.16.2.240: icmp_seq=354 ttl=59 time=59.0 ms
[1732813686.968922978] 64 bytes from 172.16.2.240: icmp_seq=355 ttl=59 time=65.6 ms
[1732813687.968655511] 64 bytes from 172.16.2.240: icmp_seq=356 ttl=59 time=64.2 ms
[1732813689.004568710] 64 bytes from 172.16.2.240: icmp_seq=357 ttl=59 time=98.9 ms
[1732813689.982204326] 64 bytes from 172.16.2.240: icmp_seq=358 ttl=59 time=75.2 ms
[1732813691.000463505] 64 bytes from 172.16.2.240: icmp_seq=359 ttl=59 time=91.7 ms
[1732813692.001435418] 64 bytes from 172.16.2.240: icmp_seq=360 ttl=59 time=91.7 ms
[1732813692.990206487] 64 bytes from 172.16.2.240: icmp_seq=361 ttl=59 time=78.7 ms
[1732813693.972606910] 64 bytes from 172.16.2.240: icmp_seq=362 ttl=59 time=59.6 ms
[1732813694.997895879] 64 bytes from 172.16.2.240: icmp_seq=363 ttl=59 time=82.0 ms
[1732813695.993319055] 64 bytes from 172.16.2.240: icmp_seq=364 ttl=59 time=77.7 ms
[1732813696.994316135] 64 bytes from 172.16.2.240: icmp_seq=365 ttl=59 time=77.6 ms
[1732813698.000414257] 64 bytes from 172.16.2.240: icmp_seq=366 ttl=59 time=80.0 ms
[1732813699.006618408] 64 bytes from 172.16.2.240: icmp_seq=367 ttl=59 time=85.7 ms
[1732813700.004971972] 64 bytes from 172.16.2.240: icmp_seq=368 ttl=59 time=83.8 ms
[1732813700.996845002] 64 bytes from 172.16.2.240: icmp_seq=369 ttl=59 time=74.7 ms
[1732813702.018713219] 64 bytes from 172.16.2.240: icmp_seq=370 ttl=59 time=95.5 ms
[1732813702.980417264] 64 bytes from 172.16.2.240: icmp_seq=371 ttl=59 time=56.2 ms
[1732813703.984379147] 64 bytes from 172.16.2.240: icmp_seq=372 ttl=59 time=59.7 ms
[1732813704.971490236] 64 bytes from 172.16.2.240: icmp_seq=373 ttl=59 time=45.7 ms
[1732813706.024007832] 64 bytes from 172.16.2.240: icmp_seq=374 ttl=59 time=96.2 ms
[1732813706.966321655] 64 bytes from 172.16.2.240: icmp_seq=375 ttl=59 time=38.4 ms
[1732813707.980732927] 64 bytes from 172.16.2.240: icmp_seq=376 ttl=59 time=49.7 ms
[1732813708.999819457] 64 bytes from 172.16.2.240: icmp_seq=377 ttl=59 time=67.1 ms
[1732813709.995942073] 64 bytes from 172.16.2.240: icmp_seq=378 ttl=59 time=62.7 ms
[1732813710.999368084] 64 bytes from 172.16.2.240: icmp_seq=379 ttl=59 time=65.6 ms
[1732813712.000628311] 64 bytes from 172.16.2.240: icmp_seq=380 ttl=59 time=64.7 ms
[1732813713.005233356] 64 bytes from 172.16.2.240: icmp_seq=381 ttl=59 time=68.7 ms
[1732813714.015977060] 64 bytes from 172.16.2.240: icmp_seq=382 ttl=59 time=77.7 ms
[1732813715.005766501] 64 bytes from 172.16.2.240: icmp_seq=383 ttl=59 time=66.4 ms
[1732813715.998259330] 64 bytes from 172.16.2.240: icmp_seq=384 ttl=59 time=57.2 ms
[1732813717.001585593] 64 bytes from 172.16.2.240: icmp_seq=385 ttl=59 time=59.4 ms
[1732813717.999989672] 64 bytes from 172.16.2.240: icmp_seq=386 ttl=59 time=56.7 ms
[1732813719.037518197] 64 bytes from 172.16.2.240: icmp_seq=387 ttl=59 time=91.1 ms
[1732813719.994423762] 64 bytes from 172.16.2.240: icmp_seq=388 ttl=59 time=48.6 ms
[1732813720.977558732] 64 bytes from 172.16.2.240: icmp_seq=389 ttl=59 time=30.0 ms
[1732813722.035366307] 64 bytes from 172.16.2.240: icmp_seq=390 ttl=59 time=86.7 ms
[1732813723.019141703] 64 bytes from 172.16.2.240: icmp_seq=391 ttl=59 time=69.5 ms
[1732813724.027329878] 64 bytes from 172.16.2.240: icmp_seq=392 ttl=59 time=76.0 ms
[1732813725.013398400] 64 bytes from 172.16.2.240: icmp_seq=393 ttl=59 time=61.5 ms
[1732813726.000960529] 64 bytes from 172.16.2.240: icmp_seq=394 ttl=59 time=46.0 ms
[1732813727.059422970] 64 bytes from 172.16.2.240: icmp_seq=395 ttl=59 time=102 ms
[1732813728.031210436] 64 bytes from 172.16.2.240: icmp_seq=396 ttl=59 time=72.7 ms
[1732813729.034690609] 64 bytes from 172.16.2.240: icmp_seq=397 ttl=59 time=71.0 ms
[1732813730.021308357] 64 bytes from 172.16.2.240: icmp_seq=398 ttl=59 time=57.7 ms
[1732813731.044242125] 64 bytes from 172.16.2.240: icmp_seq=399 ttl=59 time=78.7 ms
[1732813732.017572360] 64 bytes from 172.16.2.240: icmp_seq=400 ttl=59 time=51.7 ms
[1732813733.017469475] 64 bytes from 172.16.2.240: icmp_seq=401 ttl=59 time=47.0 ms
[1732813734.019772128] 64 bytes from 172.16.2.240: icmp_seq=402 ttl=59 time=51.4 ms
[1732813735.046225644] 64 bytes from 172.16.2.240: icmp_seq=403 ttl=59 time=76.8 ms
[1732813736.047576222] 64 bytes from 172.16.2.240: icmp_seq=404 ttl=59 time=76.0 ms
[1732813737.028071481] 64 bytes from 172.16.2.240: icmp_seq=405 ttl=59 time=53.6 ms
[1732813738.026201343] 64 bytes from 172.16.2.240: icmp_seq=406 ttl=59 time=50.9 ms
[1732813739.040289426] 64 bytes from 172.16.2.240: icmp_seq=407 ttl=59 time=63.0 ms
[1732813740.032540530] 64 bytes from 172.16.2.240: icmp_seq=408 ttl=59 time=53.6 ms
[1732813741.052538750] 64 bytes from 172.16.2.240: icmp_seq=409 ttl=59 time=72.0 ms
[1732813742.037530311] 64 bytes from 172.16.2.240: icmp_seq=410 ttl=59 time=56.6 ms
[1732813743.054776541] 64 bytes from 172.16.2.240: icmp_seq=411 ttl=59 time=72.3 ms
[1732813744.012469912] 64 bytes from 172.16.2.240: icmp_seq=412 ttl=59 time=29.4 ms
[1732813745.045018785] 64 bytes from 172.16.2.240: icmp_seq=413 ttl=59 time=58.0 ms
[1732813746.054298818] 64 bytes from 172.16.2.240: icmp_seq=414 ttl=59 time=68.8 ms
[1732813747.021230004] 64 bytes from 172.16.2.240: icmp_seq=415 ttl=59 time=34.1 ms
[1732813748.055390157] 64 bytes from 172.16.2.240: icmp_seq=416 ttl=59 time=67.7 ms
[1732813749.033729951] 64 bytes from 172.16.2.240: icmp_seq=417 ttl=59 time=40.4 ms
[1732813750.049322402] 64 bytes from 172.16.2.240: icmp_seq=418 ttl=59 time=57.6 ms
[1732813751.051950609] 64 bytes from 172.16.2.240: icmp_seq=419 ttl=59 time=58.6 ms
[1732813752.045394142] 64 bytes from 172.16.2.240: icmp_seq=420 ttl=59 time=51.5 ms
[1732813753.053473170] 64 bytes from 172.16.2.240: icmp_seq=421 ttl=59 time=57.7 ms
[1732813754.057248541] 64 bytes from 172.16.2.240: icmp_seq=422 ttl=59 time=60.6 ms
[1732813755.053261601] 64 bytes from 172.16.2.240: icmp_seq=423 ttl=59 time=55.1 ms
[1732813756.046543159] 64 bytes from 172.16.2.240: icmp_seq=424 ttl=59 time=46.2 ms
[1732813757.045234891] 64 bytes from 172.16.2.240: icmp_seq=425 ttl=59 time=45.6 ms
[1732813758.112236188] 64 bytes from 172.16.2.240: icmp_seq=426 ttl=59 time=110 ms
[1732813759.083655269] 64 bytes from 172.16.2.240: icmp_seq=427 ttl=59 time=81.1 ms
[1732813760.061577767] 64 bytes from 172.16.2.240: icmp_seq=428 ttl=59 time=58.1 ms
[1732813761.078777639] 64 bytes from 172.16.2.240: icmp_seq=429 ttl=59 time=72.3 ms
[1732813762.056349195] 64 bytes from 172.16.2.240: icmp_seq=430 ttl=59 time=48.4 ms
[1732813763.061376908] 64 bytes from 172.16.2.240: icmp_seq=431 ttl=59 time=52.5 ms
[1732813764.051267489] 64 bytes from 172.16.2.240: icmp_seq=432 ttl=59 time=42.3 ms
[1732813765.050725337] 64 bytes from 172.16.2.240: icmp_seq=433 ttl=59 time=40.6 ms
[1732813766.069383459] 64 bytes from 172.16.2.240: icmp_seq=434 ttl=59 time=58.3 ms
[1732813767.079467941] 64 bytes from 172.16.2.240: icmp_seq=435 ttl=59 time=67.3 ms
[1732813768.100129422] 64 bytes from 172.16.2.240: icmp_seq=436 ttl=59 time=86.1 ms
[1732813769.078983277] 64 bytes from 172.16.2.240: icmp_seq=437 ttl=59 time=63.6 ms
[1732813770.081349961] 64 bytes from 172.16.2.240: icmp_seq=438 ttl=59 time=65.7 ms
[1732813771.058759080] 64 bytes from 172.16.2.240: icmp_seq=439 ttl=59 time=41.4 ms
[1732813772.083582101] 64 bytes from 172.16.2.240: icmp_seq=440 ttl=59 time=65.2 ms
[1732813773.099295089] 64 bytes from 172.16.2.240: icmp_seq=441 ttl=59 time=80.6 ms
[1732813774.095458603] 64 bytes from 172.16.2.240: icmp_seq=442 ttl=59 time=75.2 ms
[1732813775.109109812] 64 bytes from 172.16.2.240: icmp_seq=443 ttl=59 time=87.0 ms
[1732813776.108275779] 64 bytes from 172.16.2.240: icmp_seq=444 ttl=59 time=86.0 ms
[1732813777.109639641] 64 bytes from 172.16.2.240: icmp_seq=445 ttl=59 time=83.0 ms
[1732813778.132585892] 64 bytes from 172.16.2.240: icmp_seq=446 ttl=59 time=106 ms
[1732813779.141232612] 64 bytes from 172.16.2.240: icmp_seq=447 ttl=59 time=113 ms
[1732813780.111183534] 64 bytes from 172.16.2.240: icmp_seq=448 ttl=59 time=83.8 ms
[1732813781.149342820] 64 bytes from 172.16.2.240: icmp_seq=449 ttl=59 time=120 ms
[1732813782.112288027] 64 bytes from 172.16.2.240: icmp_seq=450 ttl=59 time=82.5 ms
[1732813783.122029702] 64 bytes from 172.16.2.240: icmp_seq=451 ttl=59 time=91.6 ms
[1732813784.102967177] 64 bytes from 172.16.2.240: icmp_seq=452 ttl=59 time=68.2 ms
[1732813785.118883699] 64 bytes from 172.16.2.240: icmp_seq=453 ttl=59 time=85.7 ms
[1732813786.150485646] 64 bytes from 172.16.2.240: icmp_seq=454 ttl=59 time=116 ms
[1732813787.090835024] 64 bytes from 172.16.2.240: icmp_seq=455 ttl=59 time=55.8 ms
[1732813788.150963589] 64 bytes from 172.16.2.240: icmp_seq=456 ttl=59 time=114 ms
[1732813789.108689541] 64 bytes from 172.16.2.240: icmp_seq=457 ttl=59 time=69.0 ms
[1732813790.107774285] 64 bytes from 172.16.2.240: icmp_seq=458 ttl=59 time=66.7 ms
[1732813791.124683590] 64 bytes from 172.16.2.240: icmp_seq=459 ttl=59 time=82.5 ms
[1732813792.140059202] 64 bytes from 172.16.2.240: icmp_seq=460 ttl=59 time=96.7 ms
[1732813793.127839213] 64 bytes from 172.16.2.240: icmp_seq=461 ttl=59 time=83.0 ms
[1732813794.152341149] 64 bytes from 172.16.2.240: icmp_seq=462 ttl=59 time=104 ms
[1732813795.196547731] 64 bytes from 172.16.2.240: icmp_seq=463 ttl=59 time=150 ms
[1732813796.121929958] 64 bytes from 172.16.2.240: icmp_seq=464 ttl=59 time=73.0 ms
[1732813797.172358827] 64 bytes from 172.16.2.240: icmp_seq=465 ttl=59 time=123 ms
[1732813798.162420752] 64 bytes from 172.16.2.240: icmp_seq=466 ttl=59 time=112 ms
[1732813799.097493618] 64 bytes from 172.16.2.240: icmp_seq=467 ttl=59 time=44.7 ms
[1732813800.151942649] 64 bytes from 172.16.2.240: icmp_seq=468 ttl=59 time=97.5 ms
[1732813801.145831202] 64 bytes from 172.16.2.240: icmp_seq=469 ttl=59 time=90.0 ms
[1732813802.150127777] 64 bytes from 172.16.2.240: icmp_seq=470 ttl=59 time=93.1 ms
[1732813803.167250885] 64 bytes from 172.16.2.240: icmp_seq=471 ttl=59 time=108 ms
[1732813804.152239761] 64 bytes from 172.16.2.240: icmp_seq=472 ttl=59 time=93.8 ms
[1732813805.137445978] 64 bytes from 172.16.2.240: icmp_seq=473 ttl=59 time=75.1 ms
[1732813806.176258336] 64 bytes from 172.16.2.240: icmp_seq=474 ttl=59 time=114 ms
[1732813807.156297657] 64 bytes from 172.16.2.240: icmp_seq=475 ttl=59 time=93.2 ms
[1732813808.157538478] 64 bytes from 172.16.2.240: icmp_seq=476 ttl=59 time=92.6 ms
[1732813809.138668126] 64 bytes from 172.16.2.240: icmp_seq=477 ttl=59 time=72.2 ms
[1732813810.140242355] 64 bytes from 172.16.2.240: icmp_seq=478 ttl=59 time=69.8 ms
[1732813811.135662517] 64 bytes from 172.16.2.240: icmp_seq=479 ttl=59 time=66.7 ms
[1732813812.164642169] 64 bytes from 172.16.2.240: icmp_seq=480 ttl=59 time=93.8 ms
[1732813813.165373549] 64 bytes from 172.16.2.240: icmp_seq=481 ttl=59 time=91.3 ms
[1732813814.213594073] 64 bytes from 172.16.2.240: icmp_seq=482 ttl=59 time=140 ms
[1732813815.172411726] 64 bytes from 172.16.2.240: icmp_seq=483 ttl=59 time=96.6 ms
[1732813816.163905552] 64 bytes from 172.16.2.240: icmp_seq=484 ttl=59 time=86.1 ms
[1732813817.189272500] 64 bytes from 172.16.2.240: icmp_seq=485 ttl=59 time=109 ms
[1732813818.156385780] 64 bytes from 172.16.2.240: icmp_seq=486 ttl=59 time=76.1 ms
[1732813819.166392725] 64 bytes from 172.16.2.240: icmp_seq=487 ttl=59 time=85.7 ms
[1732813820.208499076] 64 bytes from 172.16.2.240: icmp_seq=488 ttl=59 time=126 ms
[1732813821.176389642] 64 bytes from 172.16.2.240: icmp_seq=489 ttl=59 time=93.6 ms
[1732813822.128220507] 64 bytes from 172.16.2.240: icmp_seq=490 ttl=59 time=43.9 ms
[1732813823.127422964] 64 bytes from 172.16.2.240: icmp_seq=491 ttl=59 time=40.0 ms
[1732813824.147468894] 64 bytes from 172.16.2.240: icmp_seq=492 ttl=59 time=60.1 ms
[1732813825.163482019] 64 bytes from 172.16.2.240: icmp_seq=493 ttl=59 time=74.0 ms
[1732813826.214355246] 64 bytes from 172.16.2.240: icmp_seq=494 ttl=59 time=125 ms
[1732813827.199697379] 64 bytes from 172.16.2.240: icmp_seq=495 ttl=59 time=108 ms
[1732813828.170468428] 64 bytes from 172.16.2.240: icmp_seq=496 ttl=59 time=77.6 ms
[1732813829.188111427] 64 bytes from 172.16.2.240: icmp_seq=497 ttl=59 time=92.9 ms
[1732813830.181369993] 64 bytes from 172.16.2.240: icmp_seq=498 ttl=59 time=83.0 ms
[1732813831.187413151] 64 bytes from 172.16.2.240: icmp_seq=499 ttl=59 time=90.7 ms
[1732813832.198216669] 64 bytes from 172.16.2.240: icmp_seq=500 ttl=59 time=97.1 ms
[1732813833.169021342] 64 bytes from 172.16.2.240: icmp_seq=501 ttl=59 time=67.8 ms
[1732813834.161294249] 64 bytes from 172.16.2.240: icmp_seq=502 ttl=59 time=59.2 ms
[1732813835.167321719] 64 bytes from 172.16.2.240: icmp_seq=503 ttl=59 time=64.0 ms
[1732813836.220051327] 64 bytes from 172.16.2.240: icmp_seq=504 ttl=59 time=115 ms
[1732813837.167120070] 64 bytes from 172.16.2.240: icmp_seq=505 ttl=59 time=62.2 ms
[1732813838.192157686] 64 bytes from 172.16.2.240: icmp_seq=506 ttl=59 time=85.1 ms
[1732813839.204972929] 64 bytes from 172.16.2.240: icmp_seq=507 ttl=59 time=97.9 ms
[1732813840.198228448] 64 bytes from 172.16.2.240: icmp_seq=508 ttl=59 time=89.6 ms
[1732813841.214909242] 64 bytes from 172.16.2.240: icmp_seq=509 ttl=59 time=102 ms
[1732813842.178463490] 64 bytes from 172.16.2.240: icmp_seq=510 ttl=59 time=63.8 ms
[1732813843.194446197] 64 bytes from 172.16.2.240: icmp_seq=511 ttl=59 time=78.7 ms
[1732813844.176744970] 64 bytes from 172.16.2.240: icmp_seq=512 ttl=59 time=59.7 ms
[1732813845.157328778] 64 bytes from 172.16.2.240: icmp_seq=513 ttl=59 time=37.6 ms
[1732813846.205110595] 64 bytes from 172.16.2.240: icmp_seq=514 ttl=59 time=86.2 ms
[1732813847.195271688] 64 bytes from 172.16.2.240: icmp_seq=515 ttl=59 time=73.7 ms
[1732813848.186625210] 64 bytes from 172.16.2.240: icmp_seq=516 ttl=59 time=63.5 ms
[1732813849.190957803] 64 bytes from 172.16.2.240: icmp_seq=517 ttl=59 time=66.4 ms
[1732813850.183369060] 64 bytes from 172.16.2.240: icmp_seq=518 ttl=59 time=57.6 ms
[1732813851.189739236] 64 bytes from 172.16.2.240: icmp_seq=519 ttl=59 time=62.6 ms
[1732813852.190107221] 64 bytes from 172.16.2.240: icmp_seq=520 ttl=59 time=61.5 ms
[1732813853.204167102] 64 bytes from 172.16.2.240: icmp_seq=521 ttl=59 time=74.7 ms
[1732813854.209498949] 64 bytes from 172.16.2.240: icmp_seq=522 ttl=59 time=79.5 ms
[1732813855.195715963] 64 bytes from 172.16.2.240: icmp_seq=523 ttl=59 time=64.5 ms
[1732813856.198388014] 64 bytes from 172.16.2.240: icmp_seq=524 ttl=59 time=66.0 ms
[1732813857.187503655] 64 bytes from 172.16.2.240: icmp_seq=525 ttl=59 time=54.6 ms
[1732813858.211757484] 64 bytes from 172.16.2.240: icmp_seq=526 ttl=59 time=77.1 ms
[1732813859.191582611] 64 bytes from 172.16.2.240: icmp_seq=527 ttl=59 time=53.6 ms
[1732813860.201168523] 64 bytes from 172.16.2.240: icmp_seq=528 ttl=59 time=63.0 ms
[1732813861.198834863] 64 bytes from 172.16.2.240: icmp_seq=529 ttl=59 time=61.4 ms
[1732813862.200878348] 64 bytes from 172.16.2.240: icmp_seq=530 ttl=59 time=62.1 ms
[1732813863.209868066] 64 bytes from 172.16.2.240: icmp_seq=531 ttl=59 time=69.6 ms
[1732813864.205282428] 64 bytes from 172.16.2.240: icmp_seq=532 ttl=59 time=64.0 ms
[1732813865.176397857] 64 bytes from 172.16.2.240: icmp_seq=533 ttl=59 time=34.4 ms
[1732813866.190624943] 64 bytes from 172.16.2.240: icmp_seq=534 ttl=59 time=45.7 ms
[1732813867.214524864] 64 bytes from 172.16.2.240: icmp_seq=535 ttl=59 time=68.5 ms
[1732813868.188277517] 64 bytes from 172.16.2.240: icmp_seq=536 ttl=59 time=41.5 ms
[1732813869.209484569] 64 bytes from 172.16.2.240: icmp_seq=537 ttl=59 time=61.7 ms
[1732813870.221106361] 64 bytes from 172.16.2.240: icmp_seq=538 ttl=59 time=71.8 ms
[1732813871.213665717] 64 bytes from 172.16.2.240: icmp_seq=539 ttl=59 time=62.6 ms
[1732813872.211460499] 64 bytes from 172.16.2.240: icmp_seq=540 ttl=59 time=57.5 ms
[1732813873.199016719] 64 bytes from 172.16.2.240: icmp_seq=541 ttl=59 time=46.5 ms
[1732813874.229089924] 64 bytes from 172.16.2.240: icmp_seq=542 ttl=59 time=74.6 ms
[1732813875.226654922] 64 bytes from 172.16.2.240: icmp_seq=543 ttl=59 time=70.1 ms
[1732813876.207066697] 64 bytes from 172.16.2.240: icmp_seq=544 ttl=59 time=48.6 ms
[1732813877.200903252] 64 bytes from 172.16.2.240: icmp_seq=545 ttl=59 time=41.7 ms
[1732813878.214837737] 64 bytes from 172.16.2.240: icmp_seq=546 ttl=59 time=54.7 ms
[1732813879.221268819] 64 bytes from 172.16.2.240: icmp_seq=547 ttl=59 time=60.1 ms
[1732813880.245044877] 64 bytes from 172.16.2.240: icmp_seq=548 ttl=59 time=81.6 ms
[1732813881.240728577] 64 bytes from 172.16.2.240: icmp_seq=549 ttl=59 time=75.7 ms
[1732813882.209139073] 64 bytes from 172.16.2.240: icmp_seq=550 ttl=59 time=42.9 ms
[1732813883.241892374] 64 bytes from 172.16.2.240: icmp_seq=551 ttl=59 time=73.0 ms
[1732813884.200823011] 64 bytes from 172.16.2.240: icmp_seq=552 ttl=59 time=27.6 ms
[1732813885.227129561] 64 bytes from 172.16.2.240: icmp_seq=553 ttl=59 time=53.6 ms
[1732813886.257888901] 64 bytes from 172.16.2.240: icmp_seq=554 ttl=59 time=83.0 ms
[1732813887.288303920] 64 bytes from 172.16.2.240: icmp_seq=555 ttl=59 time=115 ms
[1732813888.240311969] 64 bytes from 172.16.2.240: icmp_seq=556 ttl=59 time=66.0 ms
