[1732813332.472474161] PING 172.16.2.240 (172.16.2.240) 56(84) bytes of data.
[1732814170.473972356] 64 bytes from 172.16.2.240: icmp_seq=838 ttl=59 time=53.3 ms
[1732814171.491323889] 64 bytes from 172.16.2.240: icmp_seq=839 ttl=59 time=69.1 ms
[1732814172.481308051] 64 bytes from 172.16.2.240: icmp_seq=840 ttl=59 time=58.0 ms
[1732814173.458100000] 64 bytes from 172.16.2.240: icmp_seq=841 ttl=59 time=33.9 ms
[1732814174.469345827] 64 bytes from 172.16.2.240: icmp_seq=842 ttl=59 time=42.8 ms
[1732814175.500329382] 64 bytes from 172.16.2.240: icmp_seq=843 ttl=59 time=72.2 ms
[1732814176.503902766] 64 bytes from 172.16.2.240: icmp_seq=844 ttl=59 time=72.5 ms
[1732814177.490127708] 64 bytes from 172.16.2.240: icmp_seq=845 ttl=59 time=57.5 ms
[1732814178.488153549] 64 bytes from 172.16.2.240: icmp_seq=846 ttl=59 time=56.5 ms
[1732814179.455947176] 64 bytes from 172.16.2.240: icmp_seq=847 ttl=59 time=23.0 ms
[1732814180.485845133] 64 bytes from 172.16.2.240: icmp_seq=848 ttl=59 time=51.8 ms
[1732814181.529304269] 64 bytes from 172.16.2.240: icmp_seq=849 ttl=59 time=93.4 ms
[1732814182.537076284] 64 bytes from 172.16.2.240: icmp_seq=850 ttl=59 time=99.7 ms
[1732814183.490951808] 64 bytes from 172.16.2.240: icmp_seq=851 ttl=59 time=52.6 ms
[1732814184.511421122] 64 bytes from 172.16.2.240: icmp_seq=852 ttl=59 time=72.3 ms
[1732814185.515654411] 64 bytes from 172.16.2.240: icmp_seq=853 ttl=59 time=75.1 ms
[1732814186.501342631] 64 bytes from 172.16.2.240: icmp_seq=854 ttl=59 time=60.0 ms
[1732814187.515098421] 64 bytes from 172.16.2.240: icmp_seq=855 ttl=59 time=72.5 ms
[1732814188.504714559] 64 bytes from 172.16.2.240: icmp_seq=856 ttl=59 time=58.0 ms
[1732814189.532612375] 64 bytes from 172.16.2.240: icmp_seq=857 ttl=59 time=86.7 ms
[1732814190.517049664] 64 bytes from 172.16.2.240: icmp_seq=858 ttl=59 time=70.5 ms
[1732814191.494322120] 64 bytes from 172.16.2.240: icmp_seq=859 ttl=59 time=46.0 ms
[1732814192.504177264] 64 bytes from 172.16.2.240: icmp_seq=860 ttl=59 time=55.0 ms
[1732814193.504484758] 64 bytes from 172.16.2.240: icmp_seq=861 ttl=59 time=54.1 ms
[1732814194.541958776] 64 bytes from 172.16.2.240: icmp_seq=862 ttl=59 time=88.4 ms
[1732814195.533022605] 64 bytes from 172.16.2.240: icmp_seq=863 ttl=59 time=77.1 ms
[1732814196.525313158] 64 bytes from 172.16.2.240: icmp_seq=864 ttl=59 time=67.4 ms
[1732814197.530281013] 64 bytes from 172.16.2.240: icmp_seq=865 ttl=59 time=71.4 ms
[1732814198.573753776] 64 bytes from 172.16.2.240: icmp_seq=866 ttl=59 time=114 ms
[1732814199.543954272] 64 bytes from 172.16.2.240: icmp_seq=867 ttl=59 time=83.7 ms
[1732814200.547406398] 64 bytes from 172.16.2.240: icmp_seq=868 ttl=59 time=84.7 ms
[1732814201.539490832] 64 bytes from 172.16.2.240: icmp_seq=869 ttl=59 time=75.0 ms
[1732814202.540434256] 64 bytes from 172.16.2.240: icmp_seq=870 ttl=59 time=74.5 ms
[1732814203.571008630] 64 bytes from 172.16.2.240: icmp_seq=871 ttl=59 time=104 ms
[1732814204.541577872] 64 bytes from 172.16.2.240: icmp_seq=872 ttl=59 time=73.4 ms
[1732814205.550923695] 64 bytes from 172.16.2.240: icmp_seq=873 ttl=59 time=81.9 ms
[1732814206.530011224] 64 bytes from 172.16.2.240: icmp_seq=874 ttl=59 time=58.4 ms
[1732814207.541107428] 64 bytes from 172.16.2.240: icmp_seq=875 ttl=59 time=69.1 ms
[1732814208.551072339] 64 bytes from 172.16.2.240: icmp_seq=876 ttl=59 time=78.4 ms
[1732814209.531383717] 64 bytes from 172.16.2.240: icmp_seq=877 ttl=59 time=57.3 ms
[1732814210.551660998] 64 bytes from 172.16.2.240: icmp_seq=878 ttl=59 time=75.9 ms
[1732814211.560851598] 64 bytes from 172.16.2.240: icmp_seq=879 ttl=59 time=84.4 ms
[1732814212.601481268] 64 bytes from 172.16.2.240: icmp_seq=880 ttl=59 time=121 ms
[1732814213.592038652] 64 bytes from 172.16.2.240: icmp_seq=881 ttl=59 time=111 ms
[1732814214.560085978] 64 bytes from 172.16.2.240: icmp_seq=882 ttl=59 time=76.4 ms
[1732814215.553086189] 64 bytes from 172.16.2.240: icmp_seq=883 ttl=59 time=67.0 ms
[1732814216.595652553] 64 bytes from 172.16.2.240: icmp_seq=884 ttl=59 time=106 ms
[1732814217.552395076] 64 bytes from 172.16.2.240: icmp_seq=885 ttl=59 time=65.5 ms
[1732814218.611896942] 64 bytes from 172.16.2.240: icmp_seq=886 ttl=59 time=124 ms
[1732814219.578021311] 64 bytes from 172.16.2.240: icmp_seq=887 ttl=59 time=88.1 ms
[1732814220.572371589] 64 bytes from 172.16.2.240: icmp_seq=888 ttl=59 time=79.0 ms
[1732814221.588820549] 64 bytes from 172.16.2.240: icmp_seq=889 ttl=59 time=96.3 ms
[1732814222.556206097] 64 bytes from 172.16.2.240: icmp_seq=890 ttl=59 time=63.5 ms
[1732814223.580708598] 64 bytes from 172.16.2.240: icmp_seq=891 ttl=59 time=85.2 ms
[1732814224.569907489] 64 bytes from 172.16.2.240: icmp_seq=892 ttl=59 time=72.4 ms
[1732814225.589128189] 64 bytes from 172.16.2.240: icmp_seq=893 ttl=59 time=90.0 ms
[1732814226.586793440] 64 bytes from 172.16.2.240: icmp_seq=894 ttl=59 time=87.2 ms
[1732814227.566870015] 64 bytes from 172.16.2.240: icmp_seq=895 ttl=59 time=63.8 ms
[1732814228.556024974] 64 bytes from 172.16.2.240: icmp_seq=896 ttl=59 time=52.9 ms
[1732814229.591523726] 64 bytes from 172.16.2.240: icmp_seq=897 ttl=59 time=85.1 ms
[1732814230.569434196] 64 bytes from 172.16.2.240: icmp_seq=898 ttl=59 time=63.0 ms
[1732814231.570638602] 64 bytes from 172.16.2.240: icmp_seq=899 ttl=59 time=62.0 ms
[1732814232.619082993] 64 bytes from 172.16.2.240: icmp_seq=900 ttl=59 time=111 ms
[1732814233.638628354] 64 bytes from 172.16.2.240: icmp_seq=901 ttl=59 time=130 ms
[1732814234.586906651] 64 bytes from 172.16.2.240: icmp_seq=902 ttl=59 time=77.1 ms
[1732814235.602854217] 64 bytes from 172.16.2.240: icmp_seq=903 ttl=59 time=90.4 ms
[1732814236.604885944] 64 bytes from 172.16.2.240: icmp_seq=904 ttl=59 time=91.2 ms
[1732814237.567951452] 64 bytes from 172.16.2.240: icmp_seq=905 ttl=59 time=53.2 ms
[1732814238.580377566] 64 bytes from 172.16.2.240: icmp_seq=906 ttl=59 time=64.4 ms
[1732814239.620489489] 64 bytes from 172.16.2.240: icmp_seq=907 ttl=59 time=103 ms
[1732814240.576557339] 64 bytes from 172.16.2.240: icmp_seq=908 ttl=59 time=58.1 ms
[1732814241.613939324] 64 bytes from 172.16.2.240: icmp_seq=909 ttl=59 time=95.3 ms
[1732814242.590261188] 64 bytes from 172.16.2.240: icmp_seq=910 ttl=59 time=69.4 ms
[1732814243.586676431] 64 bytes from 172.16.2.240: icmp_seq=911 ttl=59 time=65.0 ms
[1732814244.574567846] 64 bytes from 172.16.2.240: icmp_seq=912 ttl=59 time=51.6 ms
[1732814245.600907804] 64 bytes from 172.16.2.240: icmp_seq=913 ttl=59 time=76.5 ms
[1732814246.607193575] 64 bytes from 172.16.2.240: icmp_seq=914 ttl=59 time=81.3 ms
[1732814247.589316931] 64 bytes from 172.16.2.240: icmp_seq=915 ttl=59 time=61.8 ms
[1732814248.602855813] 64 bytes from 172.16.2.240: icmp_seq=916 ttl=59 time=73.1 ms
[1732814249.594082670] 64 bytes from 172.16.2.240: icmp_seq=917 ttl=59 time=62.9 ms
[1732814250.610618244] 64 bytes from 172.16.2.240: icmp_seq=918 ttl=59 time=77.1 ms
[1732814251.602508522] 64 bytes from 172.16.2.240: icmp_seq=919 ttl=59 time=68.3 ms
[1732814252.613126796] 64 bytes from 172.16.2.240: icmp_seq=920 ttl=59 time=77.5 ms
[1732814253.601114233] 64 bytes from 172.16.2.240: icmp_seq=921 ttl=59 time=63.9 ms
[1732814254.611171999] 64 bytes from 172.16.2.240: icmp_seq=922 ttl=59 time=72.9 ms
[1732814255.628611408] 64 bytes from 172.16.2.240: icmp_seq=923 ttl=59 time=87.7 ms
[1732814256.628686625] 64 bytes from 172.16.2.240: icmp_seq=924 ttl=59 time=87.5 ms
[1732814257.618234094] 64 bytes from 172.16.2.240: icmp_seq=925 ttl=59 time=75.4 ms
[1732814258.600237905] 64 bytes from 172.16.2.240: icmp_seq=926 ttl=59 time=56.0 ms
[1732814259.609411223] 64 bytes from 172.16.2.240: icmp_seq=927 ttl=59 time=63.4 ms
[1732814260.628889398] 64 bytes from 172.16.2.240: icmp_seq=928 ttl=59 time=81.0 ms
[1732814261.619227208] 64 bytes from 172.16.2.240: icmp_seq=929 ttl=59 time=70.4 ms
[1732814262.619526337] 64 bytes from 172.16.2.240: icmp_seq=930 ttl=59 time=69.5 ms
[1732814263.631753836] 64 bytes from 172.16.2.240: icmp_seq=931 ttl=59 time=78.4 ms
[1732814264.635068853] 64 bytes from 172.16.2.240: icmp_seq=932 ttl=59 time=83.7 ms
[1732814265.639476612] 64 bytes from 172.16.2.240: icmp_seq=933 ttl=59 time=85.7 ms
[1732814266.627495539] 64 bytes from 172.16.2.240: icmp_seq=934 ttl=59 time=72.0 ms
[1732814267.659275647] 64 bytes from 172.16.2.240: icmp_seq=935 ttl=59 time=103 ms
[1732814268.623449336] 64 bytes from 172.16.2.240: icmp_seq=936 ttl=59 time=65.5 ms
[1732814269.615268141] 64 bytes from 172.16.2.240: icmp_seq=937 ttl=59 time=56.9 ms
[1732814270.629107068] 64 bytes from 172.16.2.240: icmp_seq=938 ttl=59 time=69.9 ms
[1732814271.644894552] 64 bytes from 172.16.2.240: icmp_seq=939 ttl=59 time=83.4 ms
[1732814272.619774255] 64 bytes from 172.16.2.240: icmp_seq=940 ttl=59 time=58.4 ms
[1732814273.589169184] 64 bytes from 172.16.2.240: icmp_seq=941 ttl=59 time=26.1 ms
[1732814274.596953391] 64 bytes from 172.16.2.240: icmp_seq=942 ttl=59 time=33.4 ms
[1732814275.626105293] 64 bytes from 172.16.2.240: icmp_seq=943 ttl=59 time=61.2 ms
[1732814276.656176899] 64 bytes from 172.16.2.240: icmp_seq=944 ttl=59 time=89.9 ms
[1732814277.631102208] 64 bytes from 172.16.2.240: icmp_seq=945 ttl=59 time=62.6 ms
[1732814278.618038883] 64 bytes from 172.16.2.240: icmp_seq=946 ttl=59 time=48.4 ms
[1732814279.603115741] 64 bytes from 172.16.2.240: icmp_seq=947 ttl=59 time=31.9 ms
[1732814280.662677751] 64 bytes from 172.16.2.240: icmp_seq=948 ttl=59 time=91.7 ms
[1732814281.612848249] 64 bytes from 172.16.2.240: icmp_seq=949 ttl=59 time=40.1 ms
[1732814282.605096492] 64 bytes from 172.16.2.240: icmp_seq=950 ttl=59 time=30.8 ms
[1732814283.623311375] 64 bytes from 172.16.2.240: icmp_seq=951 ttl=59 time=47.0 ms
[1732814284.617263913] 64 bytes from 172.16.2.240: icmp_seq=952 ttl=59 time=39.5 ms
[1732814285.629440325] 64 bytes from 172.16.2.240: icmp_seq=953 ttl=59 time=50.4 ms
[1732814286.641200153] 64 bytes from 172.16.2.240: icmp_seq=954 ttl=59 time=61.8 ms
[1732814287.617168198] 64 bytes from 172.16.2.240: icmp_seq=955 ttl=59 time=37.4 ms
[1732814288.684164111] 64 bytes from 172.16.2.240: icmp_seq=956 ttl=59 time=100 ms
[1732814289.657224774] 64 bytes from 172.16.2.240: icmp_seq=957 ttl=59 time=75.2 ms
[1732814290.656091511] 64 bytes from 172.16.2.240: icmp_seq=958 ttl=59 time=71.0 ms
[1732814291.665203834] 64 bytes from 172.16.2.240: icmp_seq=959 ttl=59 time=77.4 ms
[1732814292.653736199] 64 bytes from 172.16.2.240: icmp_seq=960 ttl=59 time=65.4 ms
[1732814293.679369935] 64 bytes from 172.16.2.240: icmp_seq=961 ttl=59 time=90.2 ms
[1732814294.715255547] 64 bytes from 172.16.2.240: icmp_seq=962 ttl=59 time=125 ms
[1732814295.693948644] 64 bytes from 172.16.2.240: icmp_seq=963 ttl=59 time=101 ms
